user_id,age,annual_income,country,duolingo_platform,duolingo_subscriber,duolingo_usage,employment_status,future_contact,gender,other_resources,primary_language_commitment,primary_language_review,primary_language_motivation,primary_language_motivation_followup,primary_language_proficiency,student,survey_complete,time_spent_seconds
35d7516672c911e9b38edca9049399ef,75 or older,,DE,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Retired,,Female,,I'm very committed to learning this language.,,I want to use my time more productively,I want to spend less time playing games,Beginner,Not currently a student,1,460
35d751f072c911e9bdf5dca9049399ef,55 - 74,"$151,000 or more",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Speak with others (language events, conversation groups, meet-ups, etc.)",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Intermediate,Not currently a student,1,328
35d7527372c911e9b9f9dca9049399ef,35 - 54,"$11,000 - $25,000",TW,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,No,Male,Textbooks,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,It's been a lifelong goal to learn this language,Advanced,Part-time student,1,274
35d7530072c911e9a096dca9049399ef,55 - 74,"$26,000 - $75,000",FR,Web browser,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Male,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to improve relationships with some of the people in my life,"I want to better communicate with my significant other or their family,I want to learn this language together with my family",Intermediate,Not currently a student,1,333
35d7538272c911e98555dca9049399ef,Under 18,"$0 - $10,000",US,iPhone or iPad,"No, I have never paid for Duolingo Plus",I don't use Duolingo,Unemployed,Yes,Female,"Textbooks,Online language class",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to challenge myself,,Beginner,Full-time student,1,184
35d7540c72c911e99380dca9049399ef,18-34,,US,Web browser,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Textbooks,Online language class",I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"It's been a lifelong goal to learn this language,Other (please specify)",Beginner,Full-time student,1,301
35d7549972c911e9a1a7dca9049399ef,18-34,"$76,000 - $150,000",RU,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Other apps,Stories/novels/children's books,In-person language class,Other (please specify)",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,Other (please specify),Intermediate,Not currently a student,1,349
35d7551c72c911e9923bdca9049399ef,18-34,"$0 - $10,000",US,iPhone or iPad,"No, I have never paid for Duolingo Plus",Monthly,Employed part-time,Yes,Male,"Textbooks,In-person language class",I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am interested in a culture that speaks this language,Other (please specify),Beginner,Full-time student,1,15984
35d7559e72c911e9b19adca9049399ef,55 - 74,"$151,000 or more",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Retired,Yes,Male,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"It's been a lifelong goal to learn this language,Other (please specify)",Intermediate,Not currently a student,1,288
35d7564772c911e9b2a7dca9049399ef,Under 18,"$0 - $10,000",MX,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Unemployed,No,Female,Textbooks,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time playing games,I want to spend less time watching or reading the news",Advanced,Full-time student,1,247
35d756ca72c911e98a83dca9049399ef,18-34,"$0 - $10,000",BR,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Female,,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,I want to spend less time watching or reading the news,Beginner,Not currently a student,1,346
35d7574c72c911e9bd37dca9049399ef,55 - 74,"$26,000 - $75,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Retired,,Female,"Textbooks,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.),In-person language class,Online language class,Private tutor,Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to improve relationships with some of the people in my life,"I want to better communicate with my significant other or their family,I want to better communicate with my grandparents, grandchildren, or other relatives,Other (please specify)",Intermediate,Part-time student,1,664
35d757d972c911e9878edca9049399ef,,,JP,,,,,,,,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to connect with my heritage or identity,,Beginner,,0,176
35d7585972c911e98a40dca9049399ef,55 - 74,,DE,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Retired,,Female,,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am interested in a culture that speaks this language,"To connect with my personal heritage in this culture,Other (please specify)",Beginner,Not currently a student,1,350
35d758e672c911e987d6dca9049399ef,35 - 54,"$151,000 or more",FR,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Textbooks,Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am interested in a culture that speaks this language,"To connect with my personal heritage in this culture,Other (please specify)",Intermediate,Not currently a student,1,355
35d7597a72c911e9a423dca9049399ef,35 - 54,"$76,000 - $150,000",RU,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Stories/novels/children's books,Movies/TV Shows",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Intermediate,Not currently a student,1,355
35d75a0772c911e98bfbdca9049399ef,35 - 54,,FR,Web browser,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Female,"Other apps,Movies/TV Shows,Online language class,Other (please specify)",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,"I want to spend less time on social media,Other (please specify)",Intermediate,,1,455
35d75a8a72c911e9a75fdca9049399ef,35 - 54,"$11,000 - $25,000",MX,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,No,Female,Textbooks,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,I want to spend less time on social media,Beginner,Not currently a student,1,438
35d75b1772c911e98b17dca9049399ef,Under 18,"$0 - $10,000",CO,Android phone or tablet,"No, I have never paid for Duolingo Plus",Less than once a month,Unemployed,Yes,Female,Movies/TV Shows,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am interested in a culture that speaks this language,,Beginner,Full-time student,1,404
35d75b9772c911e9bc0adca9049399ef,18-34,,RU,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,,Female,"Other apps,Movies/TV Shows,In-person language class",I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,"I am an expat,Other (please specify)",Beginner,Part-time student,0,266
35d75c1972c911e99b85dca9049399ef,55 - 74,"$0 - $10,000",RU,,,Weekly,Retired,,Female,Online language class,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,,0,348
35d75c9c72c911e9b65bdca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Other apps,Textbooks,Movies/TV Shows",I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,Not currently a student,1,736
35d75d1e72c911e99e02dca9049399ef,35 - 54,"$26,000 - $75,000",GB,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,Yes,Male,"Other apps,Movies/TV Shows,In-person language class",I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,"I am an immigrant,I am an expat",Beginner,Not currently a student,1,229
35d75dbd72c911e9874adca9049399ef,,,CO,,,,,,,,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,,0,4298
35d75e4a72c911e99a46dca9049399ef,,,GB,,,,,,,,,,,,,,0,18
35d75eca72c911e9a538dca9049399ef,,,US,,,,,,,,I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,I am studying abroad,Beginner,,0,127
35d75f4f72c911e9a9ffdca9049399ef,18-34,"$0 - $10,000",US,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Unemployed,Yes,Female,,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to learn some basics in the local language,I want to communicate with locals in a meaningful way,I want to show respect by speaking the local language,Other (please specify),I have an upcoming trip",Beginner,Full-time student,1,322
35d75fcf72c911e9abd3dca9049399ef,35 - 54,"$11,000 - $25,000",US,Android phone or tablet,"No, I have never paid for Duolingo Plus",Monthly,Employed full-time,Yes,Male,"Textbooks,Stories/novels/children's books,Movies/TV Shows,Speak with others (language events, conversation groups, meet-ups, etc.)",I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am preparing for a trip,Other (please specify),Beginner,Not currently a student,1,268
